; index, empty, ペパーミント, ほうじ茶, 紅茶, ;
1,16.067,13.571,13.826,15.079,;
2,13.603,11.826,12.14,12.946,;
3,13.694,12.42,12.382,13.101,;
4,13.746,12.648,12.43,13.167,;
5,16.339,14.792,14.485,15.536,;
6,16.248,14.502,14.253,15.374,;
7,18.444,17.028,16.676,18.097,;
8,18.444,16.562,16.54,18.021,;
9,18.444,16.194,16.432,17.949,;
0,16.115,13.69,13.953,15.163,;
1,16.065,13.569,13.835,15.069,;
2,13.598,11.835,12.16,12.943,;
3,13.698,12.422,12.385,13.096,;
4,13.743,12.644,12.437,13.16,;
5,16.338,14.792,14.491,15.52,;
6,16.241,14.506,14.253,15.365,;
7,18.444,17.027,16.678,18.094,;
8,18.444,16.576,16.539,18.02,;
9,18.444,16.201,16.429,17.956,;
0,16.117,13.692,13.953,15.16,;
1,16.058,13.582,13.829,15.073,;
2,13.598,11.829,12.159,12.944,;
3,13.699,12.418,12.383,13.099,;
4,13.754,12.646,12.437,13.167,;
5,16.341,14.793,14.488,15.524,;
6,16.246,14.506,14.249,15.366,;
7,18.444,17.035,16.677,18.092,;
8,18.444,16.565,16.542,18.022,;
9,18.444,16.195,16.424,17.946,;
0,16.115,13.701,13.957,15.161,;
1,16.065,13.576,13.835,15.068,;
2,13.601,11.827,12.161,12.943,;
3,13.69,12.422,12.383,13.1,;
4,13.749,12.649,12.434,13.166,;
5,16.34,14.794,14.493,15.527,;
6,16.247,14.504,14.257,15.368,;
7,18.444,17.028,16.682,18.092,;
8,18.444,16.574,16.544,18.022,;
9,18.444,16.192,16.424,17.949,;
0,16.116,13.698,13.954,15.169,;
1,16.065,13.575,13.835,15.066,;
2,13.603,11.826,12.16,12.947,;
3,13.699,12.422,12.381,13.101,;
4,13.748,12.647,12.434,13.166,;
5,16.35,14.796,14.499,15.523,;
6,16.244,14.512,14.258,15.371,;
7,18.444,17.024,16.677,18.096,;
8,18.444,16.578,16.532,18.022,;
9,18.444,16.199,16.432,17.959,;
0,16.115,13.697,13.953,15.164,;
1,16.067,13.573,13.842,15.07,;
2,13.594,11.834,12.162,12.943,;
3,13.701,12.423,12.383,13.098,;
4,13.752,12.649,12.434,13.166,;
5,16.349,14.798,14.491,15.536,;
6,16.247,14.502,14.258,15.38,;
7,18.444,17.033,16.68,18.097,;
8,18.444,16.566,16.535,18.022,;
9,18.444,16.2,16.425,17.95,;
0,16.118,13.698,13.956,15.166,;
1,16.062,13.585,13.847,15.071,;
2,13.604,11.83,12.163,12.944,;
3,13.691,12.425,12.384,13.098,;
4,13.75,12.647,12.437,13.168,;
5,16.344,14.804,14.5,15.524,;
6,16.249,14.515,14.26,15.371,;
7,18.444,17.035,16.677,18.099,;
8,18.444,16.566,16.545,18.021,;
9,18.444,16.2,16.438,17.948,;
0,16.115,13.713,13.956,15.164,;
1,16.068,13.58,13.838,15.071,;
2,13.597,11.831,12.14,12.949,;
3,13.7,12.419,12.385,13.098,;
4,13.754,12.646,12.437,13.168,;
5,16.34,14.807,14.498,15.536,;
6,16.249,14.513,14.261,15.371,;
7,18.444,17.033,16.688,18.097,;
8,18.444,16.574,16.551,18.019,;
9,18.444,16.201,16.425,17.954,;
0,16.117,13.703,13.963,15.166,;
1,16.07,13.593,13.836,15.073,;
2,13.592,11.83,12.164,12.947,;
3,13.695,12.422,12.383,13.101,;
4,13.759,12.648,12.434,13.167,;
5,16.343,14.798,14.492,15.536,;
6,16.242,14.512,14.261,15.371,;
7,18.444,17.033,16.678,18.102,;
8,18.444,16.571,16.545,18.026,;
9,18.444,16.206,16.429,17.949,;
0,16.114,13.703,13.964,15.164,;
1,16.064,13.583,13.846,15.068,;
2,13.6,11.837,12.167,12.946,;
3,13.702,12.428,12.385,13.101,;
4,13.743,12.648,12.437,13.169,;
5,16.338,14.802,14.501,15.527,;
6,16.244,14.515,14.263,15.372,;
7,18.444,17.037,16.678,18.098,;
8,18.444,16.573,16.544,18.022,;
9,18.444,16.214,16.432,17.953,;
0,16.113,13.707,13.954,15.16,;
1,16.066,13.584,13.846,15.069,;
2,13.597,11.835,12.163,12.947,;
3,13.703,12.419,12.387,13.097,;
4,13.753,12.65,12.443,13.163,;
5,16.349,14.799,14.499,15.526,;
6,16.249,14.5,14.261,15.377,;
7,18.444,17.046,16.682,18.105,;
8,18.444,16.571,16.542,18.023,;
9,18.444,16.205,16.434,17.949,;
0,16.125,13.705,13.962,15.165,;
1,16.066,13.578,13.847,15.073,;
2,13.593,11.838,12.162,12.949,;
3,13.701,12.426,12.386,13.102,;
4,13.749,12.652,12.437,13.168,;
5,16.348,14.8,14.495,15.525,;
6,16.25,14.517,14.264,15.371,;
7,18.444,17.038,16.685,18.104,;
8,18.444,16.576,16.545,18.022,;
9,18.444,16.208,16.444,17.954,;
0,16.122,13.706,13.965,15.163,;
1,16.07,13.6,13.851,15.077,;
2,13.606,11.837,12.163,12.951,;
3,13.701,12.429,12.385,13.1,;
4,13.752,12.653,12.441,13.161,;
5,16.342,14.802,14.498,15.525,;
6,16.25,14.507,14.261,15.371,;
7,18.444,17.035,16.687,18.104,;
8,18.444,16.565,16.548,18.022,;
9,18.444,16.212,16.442,17.958,;
0,16.121,13.704,13.969,15.164,;
1,16.067,13.59,13.844,15.074,;
2,13.596,11.836,12.167,12.946,;
3,13.705,12.429,12.386,13.099,;
4,13.751,12.653,12.44,13.167,;
5,16.352,14.807,14.501,15.526,;
6,16.25,14.509,14.263,15.371,;
7,18.444,17.037,16.687,18.099,;
8,18.444,16.584,16.546,18.015,;
9,18.444,16.214,16.43,17.959,;
0,16.114,13.704,13.964,15.166,;
1,16.07,13.587,13.844,15.074,;
2,13.604,11.842,12.164,12.946,;
3,13.698,12.431,12.389,13.098,;
4,13.75,12.65,12.443,13.163,;
5,16.344,14.795,14.501,15.539,;
6,16.253,14.523,14.268,15.369,;
7,18.444,17.042,16.681,18.104,;
8,18.444,16.58,16.55,18.017,;
9,18.444,16.207,16.436,17.959,;
0,16.121,13.711,13.969,15.164,;
1,16.07,13.594,13.847,15.072,;
2,13.604,11.839,12.166,12.946,;
3,13.698,12.425,12.386,13.105,;
4,13.746,12.65,12.445,13.165,;
5,16.344,14.809,14.506,15.541,;
6,16.247,14.505,14.261,15.371,;
7,18.444,17.04,16.691,18.103,;
8,18.444,16.591,16.546,18.035,;
9,18.444,16.22,16.443,17.958,;
0,16.115,13.715,13.968,15.164,;
1,16.072,13.598,13.845,15.075,;
2,13.6,11.84,12.163,12.944,;
3,13.698,12.429,12.389,13.103,;
4,13.75,12.655,12.439,13.167,;
5,16.34,14.807,14.507,15.535,;
6,16.248,14.513,14.268,15.369,;
7,18.444,17.045,16.688,18.103,;
8,18.444,16.593,16.551,18.028,;
9,18.444,16.221,16.447,17.961,;
0,16.118,13.715,13.97,15.165,;
1,16.072,13.603,13.848,15.073,;
2,13.6,11.84,12.167,12.944,;
3,13.694,12.434,12.392,13.103,;
4,13.752,12.652,12.44,13.168,;
5,16.347,14.813,14.512,15.525,;
6,16.253,14.517,14.27,15.372,;
7,18.444,17.053,16.694,18.112,;
8,18.444,16.594,16.548,18.025,;
9,18.444,16.226,16.446,17.963,;
0,16.118,13.716,13.973,15.17,;
1,16.069,13.593,13.854,15.07,;
2,13.598,11.842,12.168,12.943,;
3,13.703,12.431,12.39,13.102,;
4,13.746,12.65,12.44,13.168,;
5,16.349,14.8,14.504,15.525,;
6,16.248,14.517,14.27,15.382,;
7,18.444,17.051,16.695,18.101,;
8,18.444,16.584,16.558,18.029,;
9,18.444,16.231,16.438,17.961,;
0,16.118,13.72,13.965,15.169,;
1,16.069,13.595,13.853,15.077,;
2,13.6,11.843,12.17,12.947,;
3,13.702,12.434,12.386,13.104,;
4,13.75,12.656,12.449,13.164,;
5,16.341,14.809,14.5,15.531,;
6,16.249,14.519,14.272,15.374,;
7,18.444,17.047,16.691,18.104,;
8,18.444,16.585,16.559,18.027,;
9,18.444,16.226,16.449,17.96,;
0,16.13,13.716,13.974,15.172,;
1,16.072,13.614,13.859,15.072,;
2,13.607,11.844,12.172,12.946,;
3,13.706,12.434,12.39,13.106,;
4,13.752,12.655,12.44,13.169,;
5,16.348,14.804,14.511,15.524,;
6,16.246,14.515,14.27,15.374,;
7,18.444,17.047,16.695,18.104,;
8,18.444,16.582,16.566,18.023,;
9,18.444,16.227,16.448,17.961,;
0,16.119,13.719,13.974,15.169,;
1,16.072,13.594,13.851,15.073,;
2,13.598,11.847,12.17,12.947,;
3,13.7,12.434,12.389,13.099,;
4,13.746,12.657,12.442,13.165,;
5,16.342,14.811,14.498,15.53,;
6,16.252,14.516,14.272,15.387,;
7,18.444,17.054,16.693,18.102,;
8,18.444,16.593,16.562,18.022,;
9,18.444,16.227,16.452,17.953,;
0,16.121,13.729,13.974,15.162,;
1,16.077,13.597,13.852,15.072,;
2,13.6,11.849,12.17,12.947,;
3,13.703,12.434,12.392,13.106,;
4,13.752,12.657,12.448,13.166,;
5,16.344,14.811,14.522,15.528,;
6,16.252,14.528,14.269,15.38,;
7,18.444,17.047,16.702,18.107,;
8,18.444,16.601,16.558,18.031,;
9,18.444,16.23,16.445,17.962,;
0,16.12,13.718,13.97,15.16,;
1,16.068,13.601,13.85,15.075,;
2,13.599,11.848,12.173,12.951,;
3,13.702,12.437,12.394,13.098,;
4,13.75,12.659,12.442,13.166,;
5,16.349,14.813,14.506,15.532,;
6,16.249,14.508,14.275,15.371,;
7,18.444,17.055,16.706,18.102,;
8,18.444,16.593,16.566,18.028,;
9,18.444,16.227,16.458,17.953,;
0,16.113,13.733,13.971,15.174,;
1,16.072,13.598,13.855,15.072,;
2,13.601,11.849,12.175,12.952,;
3,13.701,12.432,12.393,13.101,;
4,13.75,12.655,12.444,13.164,;
5,16.343,14.812,14.509,15.53,;
6,16.248,14.516,14.278,15.373,;
7,18.444,17.055,16.704,18.106,;
8,18.444,16.588,16.565,18.032,;
9,18.444,16.234,16.447,17.966,;
0,16.121,13.722,13.97,15.17,;
1,16.071,13.607,13.855,15.075,;
2,13.6,11.848,12.171,12.947,;
3,13.7,12.435,12.393,13.101,;
4,13.757,12.659,12.446,13.17,;
5,16.344,14.813,14.509,15.532,;
6,16.25,14.512,14.276,15.372,;
7,18.444,17.05,16.709,18.107,;
8,18.444,16.596,16.567,18.033,;
9,18.444,16.229,16.457,17.952,;
0,16.124,13.726,13.972,15.169,;
1,16.072,13.601,13.857,15.071,;
2,13.6,11.851,12.173,12.951,;
3,13.697,12.437,12.393,13.097,;
4,13.752,12.657,12.445,13.167,;
5,16.347,14.804,14.514,15.538,;
6,16.25,14.519,14.275,15.375,;
7,18.444,17.044,16.7,18.103,;
8,18.444,16.594,16.563,18.029,;
9,18.444,16.246,16.453,17.961,;
0,16.122,13.72,13.976,15.164,;
1,16.078,13.606,13.857,15.078,;
2,13.605,11.849,12.168,12.951,;
3,13.707,12.437,12.397,13.103,;
4,13.754,12.658,12.442,13.17,;
5,16.349,14.813,14.512,15.526,;
6,16.25,14.529,14.272,15.38,;
7,18.444,17.048,16.705,18.102,;
8,18.444,16.598,16.568,18.021,;
9,18.444,16.231,16.45,17.967,;
0,16.127,13.729,13.976,15.171,;
1,16.072,13.613,13.859,15.072,;
2,13.607,11.851,12.169,12.949,;
3,13.69,12.44,12.395,13.104,;
4,13.751,12.66,12.447,13.166,;
5,16.348,14.814,14.511,15.53,;
6,16.249,14.531,14.275,15.375,;
7,18.444,17.06,16.703,18.115,;
8,18.444,16.613,16.563,18.027,;
9,18.444,16.247,16.46,17.967,;
0,16.128,13.731,13.981,15.166,;
1,16.074,13.61,13.859,15.075,;
2,13.604,11.851,12.172,12.946,;
3,13.703,12.439,12.396,13.101,;
4,13.756,12.661,12.443,13.17,;
5,16.35,14.816,14.515,15.531,;
6,16.259,14.518,14.28,15.374,;
7,18.444,17.055,16.707,18.102,;
8,18.444,16.588,16.57,18.026,;
9,18.444,16.236,16.464,17.958,;
0,16.121,13.731,13.975,15.174,;
1,16.078,13.605,13.86,15.076,;
2,13.607,11.854,12.173,12.95,;
3,13.7,12.437,12.396,13.108,;
4,13.751,12.655,12.451,13.163,;
5,16.353,14.812,14.513,15.53,;
6,16.248,14.529,14.278,15.381,;
7,18.444,17.062,16.708,18.107,;
8,18.444,16.61,16.574,18.03,;
9,18.444,16.242,16.462,17.958,;
0,16.122,13.733,13.983,15.169,;
1,16.081,13.613,13.862,15.078,;
2,13.604,11.855,12.176,12.949,;
3,13.703,12.437,12.395,13.106,;
4,13.749,12.654,12.45,13.164,;
5,16.345,14.804,14.516,15.524,;
6,16.252,14.518,14.282,15.379,;
7,18.444,17.057,16.721,18.106,;
8,18.444,16.6,16.567,18.027,;
9,18.444,16.24,16.464,17.961,;
0,16.123,13.731,13.983,15.162,;
1,16.074,13.607,13.864,15.077,;
2,13.609,11.854,12.176,12.952,;
3,13.699,12.44,12.395,13.103,;
4,13.753,12.657,12.454,13.169,;
5,16.352,14.815,14.51,15.531,;
6,16.25,14.52,14.277,15.377,;
7,18.444,17.065,16.704,18.11,;
8,18.444,16.618,16.572,18.029,;
9,18.444,16.244,16.457,17.956,;
0,16.126,13.733,13.982,15.17,;
1,16.08,13.619,13.864,15.083,;
2,13.599,11.857,12.177,12.949,;
3,13.705,12.441,12.397,13.105,;
4,13.752,12.659,12.454,13.164,;
5,16.345,14.817,14.515,15.531,;
6,16.259,14.533,14.28,15.375,;
7,18.444,17.059,16.713,18.097,;
8,18.444,16.617,16.575,18.028,;
9,18.444,16.247,16.461,17.957,;
0,16.124,13.736,13.985,15.17,;
1,16.078,13.623,13.862,15.079,;
2,13.601,11.857,12.176,12.949,;
3,13.701,12.44,12.396,13.103,;
4,13.755,12.664,12.45,13.174,;
5,16.349,14.823,14.514,15.532,;
6,16.25,14.534,14.278,15.375,;
7,18.444,17.066,16.715,18.111,;
8,18.444,16.601,16.574,18.035,;
9,18.444,16.244,16.46,17.954,;
0,16.126,13.738,13.984,15.168,;
1,16.079,13.61,13.86,15.075,;
2,13.602,11.854,12.18,12.949,;
3,13.699,12.443,12.399,13.104,;
4,13.76,12.661,12.454,13.172,;
5,16.345,14.807,14.52,15.53,;
6,16.258,14.52,14.283,15.376,;
7,18.444,17.058,16.716,18.109,;
8,18.444,16.617,16.578,18.028,;
9,18.444,16.253,16.463,17.963,;
0,16.123,13.735,13.981,15.17,;
1,16.072,13.63,13.866,15.08,;
2,13.609,11.862,12.175,12.951,;
3,13.703,12.442,12.395,13.103,;
4,13.752,12.663,12.452,13.17,;
5,16.343,14.822,14.515,15.526,;
6,16.25,14.529,14.281,15.379,;
7,18.444,17.064,16.719,18.105,;
8,18.444,16.619,16.574,18.027,;
9,18.444,16.262,16.46,17.965,;
0,16.126,13.737,13.983,15.172,;
1,16.074,13.631,13.87,15.078,;
2,13.597,11.855,12.179,12.954,;
3,13.706,12.44,12.402,13.104,;
4,13.752,12.661,12.451,13.167,;
5,16.345,14.82,14.52,15.544,;
6,16.251,14.538,14.282,15.378,;
7,18.444,17.059,16.721,18.111,;
8,18.444,16.61,16.578,18.03,;
9,18.444,16.253,16.467,17.959,;
0,16.126,13.735,13.984,15.17,;
1,16.077,13.613,13.864,15.081,;
2,13.604,11.862,12.181,12.949,;
3,13.697,12.445,12.397,13.108,;
4,13.756,12.662,12.449,13.17,;
5,16.349,14.815,14.52,15.53,;
6,16.249,14.533,14.284,15.375,;
7,18.444,17.062,16.718,18.106,;
8,18.444,16.605,16.578,18.031,;
9,18.444,16.263,16.47,17.966,;
0,16.125,13.736,13.988,15.17,;
1,16.072,13.616,13.864,15.077,;
2,13.6,11.851,12.181,12.947,;
3,13.696,12.441,12.397,13.106,;
4,13.75,12.663,12.452,13.168,;
5,16.342,14.821,14.519,15.528,;
6,16.258,14.521,14.284,15.383,;
7,18.444,17.073,16.71,18.108,;
8,18.444,16.607,16.581,18.032,;
9,18.444,16.246,16.473,17.957,;
0,16.129,13.74,13.986,15.17,;
1,16.077,13.625,13.87,15.078,;
2,13.6,11.867,12.183,12.953,;
3,13.702,12.442,12.4,13.104,;
4,13.746,12.666,12.454,13.17,;
5,16.351,14.818,14.522,15.524,;
6,16.258,14.542,14.284,15.376,;
7,18.444,17.067,16.719,18.108,;
8,18.444,16.603,16.584,18.027,;
9,18.444,16.258,16.477,17.965,;
0,16.124,13.734,13.989,15.173,;
1,16.078,13.623,13.874,15.08,;
2,13.606,11.861,12.184,12.949,;
3,13.705,12.441,12.4,13.1,;
4,13.754,12.666,12.451,13.169,;
5,16.351,14.823,14.519,15.531,;
6,16.258,14.535,14.289,15.378,;
7,18.444,17.067,16.716,18.112,;
8,18.444,16.624,16.58,18.024,;
9,18.444,16.252,16.474,17.963,;
0,16.129,13.745,13.99,15.169,;
1,16.084,13.631,13.877,15.079,;
2,13.602,11.863,12.18,12.95,;
3,13.707,12.444,12.399,13.101,;
4,13.752,12.666,12.454,13.167,;
5,16.348,14.816,14.52,15.53,;
6,16.249,14.544,14.287,15.378,;
7,18.444,17.073,16.719,18.109,;
8,18.444,16.612,16.578,18.031,;
9,18.444,16.255,16.471,17.963,;
0,16.129,13.743,13.991,15.169,;
1,16.077,13.629,13.877,15.079,;
2,13.607,11.863,12.181,12.947,;
3,13.701,12.448,12.398,13.106,;
4,13.756,12.666,12.452,13.17,;
5,16.351,14.823,14.524,15.531,;
6,16.255,14.531,14.285,15.375,;
7,18.444,17.068,16.72,18.111,;
8,18.444,16.616,16.581,18.035,;
9,18.444,16.252,16.47,17.959,;
0,16.128,13.746,13.995,15.17,;
1,16.075,13.62,13.87,15.075,;
2,13.602,11.864,12.177,12.946,;
3,13.699,12.446,12.402,13.102,;
4,13.756,12.668,12.457,13.168,;
5,16.351,14.828,14.517,15.538,;
6,16.264,14.535,14.287,15.378,;
7,18.444,17.072,16.712,18.111,;
8,18.444,16.62,16.59,18.033,;
9,18.444,16.256,16.477,17.965,;
0,16.132,13.743,13.986,15.17,;
1,16.078,13.623,13.874,15.079,;
2,13.606,11.869,12.187,12.948,;
3,13.7,12.448,12.4,13.109,;
4,13.759,12.669,12.454,13.169,;
5,16.345,14.823,14.522,15.529,;
6,16.257,14.535,14.292,15.376,;
7,18.444,17.077,16.723,18.11,;
8,18.444,16.63,16.591,18.042,;
9,18.444,16.251,16.471,17.96,;
0,16.131,13.746,13.987,15.167,;
1,16.075,13.633,13.874,15.076,;
2,13.607,11.867,12.178,12.952,;
3,13.709,12.449,12.403,13.106,;
4,13.757,12.667,12.453,13.169,;
5,16.35,14.825,14.525,15.542,;
6,16.259,14.544,14.293,15.377,;
7,18.444,17.075,16.721,18.101,;
8,18.444,16.628,16.585,18.034,;
9,18.444,16.27,16.473,17.966,;
0,16.132,13.748,13.988,15.164,;
1,16.08,13.627,13.877,15.082,;
2,13.602,11.864,12.183,12.952,;
3,13.701,12.445,12.405,13.109,;
4,13.753,12.67,12.457,13.173,;
5,16.352,14.829,14.52,15.533,;
6,16.257,14.545,14.292,15.379,;
7,18.444,17.071,16.725,18.112,;
8,18.444,16.635,16.588,18.035,;
9,18.444,16.268,16.47,17.967,;
0,16.128,13.75,13.995,15.173,;
1,16.077,13.629,13.877,15.083,;
2,13.61,11.866,12.187,12.951,;
3,13.7,12.446,12.397,13.106,;
4,13.757,12.67,12.457,13.167,;
5,16.349,14.83,14.529,15.532,;
6,16.253,14.535,14.293,15.379,;
7,18.444,17.08,16.716,18.106,;
8,18.444,16.635,16.586,18.03,;
9,18.444,16.265,16.479,17.962,;
0,16.128,13.752,13.992,15.172,;
1,16.076,13.635,13.884,15.086,;
2,13.603,11.869,12.183,12.953,;
3,13.71,12.45,12.407,13.104,;
4,13.761,12.669,12.458,13.17,;
5,16.347,14.832,14.526,15.533,;
6,16.259,14.544,14.295,15.383,;
7,18.444,17.077,16.731,18.116,;
8,18.444,16.638,16.593,18.038,;
9,18.444,16.268,16.475,17.964,;
0,16.136,13.754,13.989,15.172,;
1,16.076,13.634,13.877,15.08,;
2,13.603,11.863,12.184,12.953,;
3,13.706,12.448,12.397,13.106,;
4,13.754,12.666,12.46,13.175,;
5,16.343,14.813,14.525,15.531,;
6,16.257,14.529,14.298,15.381,;
7,18.444,17.081,16.732,18.106,;
8,18.444,16.616,16.593,18.027,;
9,18.444,16.266,16.488,17.963,;
0,16.127,13.75,14,15.172,;
1,16.081,13.631,13.886,15.078,;
2,13.605,11.875,12.186,12.951,;
3,13.7,12.452,12.404,13.105,;
4,13.759,12.672,12.465,13.173,;
5,16.356,14.822,14.531,15.528,;
6,16.258,14.541,14.297,15.378,;
7,18.444,17.072,16.723,18.107,;
8,18.444,16.632,16.59,18.032,;
9,18.444,16.271,16.483,17.971,;
0,16.13,13.756,14,15.17,;
1,16.078,13.639,13.878,15.075,;
2,13.603,11.872,12.185,12.953,;
3,13.706,12.451,12.4,13.109,;
4,13.752,12.675,12.465,13.167,;
5,16.349,14.823,14.531,15.533,;
6,16.259,14.551,14.299,15.384,;
7,18.444,17.084,16.724,18.107,;
8,18.444,16.635,16.593,18.032,;
9,18.444,16.271,16.481,17.961,;
0,16.137,13.754,13.999,15.167,;
1,16.075,13.642,13.884,15.079,;
2,13.604,11.872,12.185,12.954,;
3,13.709,12.453,12.406,13.108,;
4,13.756,12.672,12.455,13.17,;
5,16.347,14.831,14.525,15.534,;
6,16.26,14.538,14.295,15.386,;
7,18.444,17.086,16.737,18.112,;
8,18.444,16.634,16.597,18.033,;
9,18.444,16.276,16.49,17.966,;
0,16.13,13.756,14.003,15.173,;
1,16.08,13.641,13.874,15.084,;
2,13.611,11.875,12.182,12.951,;
3,13.71,12.45,12.41,13.109,;
4,13.761,12.672,12.457,13.168,;
5,16.352,14.829,14.532,15.533,;
6,16.252,14.551,14.3,15.378,;
7,18.444,17.081,16.729,18.112,;
8,18.444,16.638,16.587,18.032,;
9,18.444,16.271,16.477,17.966,;
0,16.132,13.759,13.992,15.171,;
1,16.081,13.647,13.891,15.077,;
2,13.61,11.875,12.186,12.953,;
3,13.702,12.451,12.402,13.108,;
4,13.755,12.674,12.463,13.17,;
5,16.354,14.827,14.528,15.534,;
6,16.256,14.547,14.3,15.389,;
7,18.444,17.089,16.727,18.112,;
8,18.444,16.648,16.595,18.039,;
9,18.444,16.275,16.486,17.965,;
0,16.129,13.759,13.994,15.175,;
1,16.085,13.646,13.882,15.081,;
2,13.606,11.875,12.187,12.951,;
3,13.707,12.454,12.41,13.106,;
4,13.761,12.674,12.465,13.17,;
5,16.359,14.829,14.526,15.532,;
6,16.259,14.544,14.292,15.378,;
7,18.444,17.09,16.729,18.112,;
8,18.444,16.633,16.598,18.034,;
9,18.444,16.293,16.487,17.969,;
0,16.137,13.762,13.996,15.168,;
1,16.072,13.635,13.882,15.079,;
2,13.607,11.878,12.187,12.955,;
3,13.709,12.457,12.411,13.105,;
4,13.754,12.674,12.465,13.171,;
5,16.351,14.837,14.537,15.538,;
6,16.259,14.549,14.295,15.387,;
7,18.444,17.083,16.731,18.109,;
8,18.444,16.643,16.601,18.032,;
9,18.444,16.288,16.487,17.97,;
0,16.133,13.761,14.005,15.184,;
1,16.079,13.636,13.884,15.081,;
2,13.606,11.875,12.189,12.954,;
3,13.705,12.451,12.412,13.109,;
4,13.757,12.67,12.463,13.17,;
5,16.347,14.836,14.534,15.542,;
6,16.258,14.542,14.299,15.381,;
7,18.444,17.084,16.732,18.116,;
8,18.444,16.626,16.597,18.032,;
9,18.444,16.273,16.48,17.964,;
0,16.132,13.763,13.993,15.177,;
1,16.082,13.64,13.893,15.083,;
2,13.603,11.88,12.188,12.946,;
3,13.708,12.453,12.407,13.109,;
4,13.756,12.67,12.465,13.17,;
5,16.349,14.835,14.535,15.536,;
6,16.259,14.541,14.299,15.381,;
7,18.444,17.087,16.736,18.109,;
8,18.444,16.632,16.597,18.039,;
9,18.444,16.289,16.489,17.969,;
0,16.13,13.759,14.002,15.179,;
1,16.079,13.64,13.884,15.079,;
2,13.606,11.882,12.189,12.952,;
3,13.705,12.454,12.408,13.106,;
4,13.755,12.678,12.467,13.172,;
5,16.352,14.84,14.532,15.534,;
6,16.26,14.549,14.302,15.381,;
7,18.444,17.089,16.74,18.117,;
8,18.444,16.638,16.601,18.039,;
9,18.444,16.284,16.493,17.968,;
0,16.134,13.765,14.006,15.177,;
1,16.086,13.657,13.882,15.087,;
2,13.605,11.88,12.189,12.954,;
3,13.712,12.455,12.407,13.11,;
4,13.756,12.675,12.463,13.17,;
5,16.354,14.837,14.537,15.532,;
6,16.258,14.542,14.298,15.385,;
7,18.444,17.084,16.738,18.111,;
8,18.444,16.649,16.601,18.036,;
9,18.444,16.275,16.488,17.972,;
0,16.131,13.761,14.001,15.176,;
1,16.082,13.646,13.887,15.082,;
2,13.605,11.879,12.19,12.95,;
3,13.713,12.457,12.41,13.111,;
4,13.756,12.674,12.466,13.17,;
5,16.358,14.836,14.535,15.546,;
6,16.255,14.538,14.303,15.38,;
7,18.444,17.084,16.746,18.109,;
8,18.444,16.634,16.607,18.036,;
9,18.444,16.292,16.492,17.97,;
0,16.133,13.766,14,15.176,;
1,16.085,13.652,13.886,15.084,;
2,13.602,11.883,12.189,12.954,;
3,13.705,12.458,12.411,13.11,;
4,13.763,12.675,12.463,13.175,;
5,16.36,14.837,14.532,15.533,;
6,16.257,14.541,14.306,15.381,;
7,18.444,17.093,16.743,18.108,;
8,18.444,16.634,16.604,18.041,;
9,18.444,16.284,16.487,17.971,;
0,16.132,13.768,14.004,15.183,;
1,16.083,13.646,13.887,15.088,;
2,13.606,11.882,12.191,12.955,;
3,13.709,12.454,12.409,13.105,;
4,13.758,12.678,12.466,13.169,;
5,16.351,14.839,14.544,15.538,;
6,16.263,14.564,14.308,15.387,;
7,18.444,17.095,16.736,18.113,;
8,18.444,16.645,16.607,18.036,;
9,18.444,16.286,16.492,17.969,;
0,16.132,13.77,14.008,15.181,;
1,16.076,13.645,13.896,15.083,;
2,13.616,11.881,12.189,12.954,;
3,13.706,12.454,12.413,13.111,;
4,13.756,12.677,12.47,13.168,;
5,16.361,14.84,14.539,15.546,;
6,16.258,14.551,14.306,15.391,;
7,18.444,17.086,16.743,18.109,;
8,18.444,16.645,16.612,18.038,;
9,18.444,16.28,16.496,17.973,;
0,16.132,13.768,14.011,15.179,;
1,16.084,13.654,13.892,15.089,;
2,13.602,11.88,12.191,12.956,;
3,13.705,12.459,12.415,13.106,;
4,13.757,12.675,12.469,13.173,;
5,16.359,14.837,14.546,15.536,;
6,16.263,14.55,14.308,15.39,;
7,18.444,17.092,16.748,18.117,;
8,18.444,16.648,16.608,18.039,;
9,18.444,16.286,16.496,17.97,;
0,16.139,13.775,14.003,15.174,;
1,16.081,13.652,13.893,15.09,;
2,13.611,11.888,12.194,12.949,;
3,13.706,12.455,12.411,13.11,;
4,13.757,12.674,12.467,13.173,;
5,16.347,14.838,14.541,15.532,;
6,16.26,14.552,14.306,15.382,;
7,18.444,17.102,16.747,18.113,;
8,18.444,16.655,16.605,18.035,;
9,18.444,16.288,16.493,17.964,;
0,16.134,13.77,14.007,15.169,;
1,16.083,13.65,13.893,15.082,;
2,13.611,11.887,12.197,12.96,;
3,13.717,12.457,12.413,13.111,;
4,13.763,12.679,12.47,13.175,;
5,16.354,14.848,14.541,15.532,;
6,16.254,14.561,14.311,15.381,;
7,18.444,17.089,16.748,18.115,;
8,18.444,16.647,16.601,18.033,;
9,18.444,16.289,16.492,17.968,;
0,16.131,13.774,14.008,15.176,;
1,16.079,13.654,13.9,15.09,;
2,13.611,11.888,12.192,12.954,;
3,13.707,12.46,12.412,13.111,;
4,13.759,12.679,12.471,13.169,;
5,16.344,14.842,14.543,15.532,;
6,16.258,14.551,14.311,15.384,;
7,18.444,17.101,16.749,18.111,;
8,18.444,16.657,16.613,18.038,;
