; index, empty, ペパーミント, ほうじ茶, 紅茶, ;
4,13.646,12.319,11.96,12.97,;
5,16.177,14.289,13.854,15.256,;
6,16.072,13.908,13.565,15.068,;
7,18.444,16.206,15.785,17.73,;
8,18.444,15.572,15.651,17.621,;
9,18.444,15.105,15.525,17.558,;
0,15.913,12.863,13.264,14.838,;
1,15.847,12.725,13.137,14.741,;
2,13.474,11.221,11.695,12.736,;
3,13.584,11.997,11.926,12.914,;
4,13.645,12.317,11.965,12.972,;
5,16.184,14.284,13.857,15.257,;
6,16.074,13.904,13.564,15.072,;
7,18.444,16.199,15.792,17.731,;
8,18.444,15.569,15.648,17.624,;
9,18.444,15.103,15.529,17.56,;
0,15.911,12.868,13.274,14.845,;
1,15.855,12.728,13.143,14.745,;
2,13.471,11.224,11.706,12.736,;
3,13.588,12.001,11.932,12.914,;
4,13.638,12.32,11.969,12.969,;
5,16.187,14.289,13.877,15.257,;
6,16.079,13.902,13.575,15.078,;
7,18.444,16.206,15.801,17.732,;
8,18.444,15.573,15.657,17.629,;
9,18.444,15.106,15.538,17.561,;
0,15.916,12.866,13.276,14.846,;
1,15.842,12.73,13.151,14.747,;
2,13.477,11.234,11.706,12.738,;
3,13.586,11.997,11.932,12.916,;
4,13.636,12.327,11.971,12.974,;
5,16.187,14.293,13.868,15.262,;
6,16.072,13.906,13.577,15.077,;
7,18.444,16.201,15.808,17.736,;
8,18.444,15.572,15.66,17.626,;
9,18.444,15.105,15.54,17.564,;
0,15.916,12.871,13.279,14.849,;
1,15.854,12.726,13.151,14.751,;
2,13.476,11.227,11.709,12.745,;
3,13.585,11.999,11.935,12.918,;
4,13.639,12.317,11.972,12.97,;
5,16.189,14.288,13.871,15.262,;
6,16.079,13.9,13.579,15.077,;
7,18.444,16.204,15.815,17.741,;
8,18.444,15.574,15.664,17.636,;
9,18.444,15.11,15.546,17.574,;
0,15.913,12.865,13.282,14.85,;
1,15.852,12.727,13.158,14.747,;
2,13.473,11.226,11.714,12.744,;
3,13.586,12.002,11.938,12.921,;
4,13.644,12.321,11.979,12.979,;
5,16.18,14.299,13.883,15.265,;
6,16.079,13.903,13.595,15.081,;
7,18.444,16.199,15.82,17.75,;
8,18.444,15.575,15.674,17.638,;
9,18.444,15.11,15.557,17.575,;
0,15.914,12.872,13.289,14.849,;
1,15.853,12.722,13.163,14.754,;
2,13.478,11.233,11.715,12.745,;
3,13.591,12.002,11.942,12.917,;
4,13.648,12.323,11.981,12.979,;
5,16.193,14.29,13.88,15.268,;
6,16.084,13.901,13.588,15.086,;
7,18.444,16.206,15.822,17.753,;
8,18.444,15.574,15.678,17.641,;
9,18.444,15.108,15.553,17.577,;
0,15.913,12.871,13.294,14.855,;
1,15.859,12.727,13.166,14.761,;
2,13.477,11.231,11.718,12.749,;
3,13.588,11.999,11.944,12.923,;
4,13.647,12.321,11.984,12.979,;
5,16.189,14.287,13.892,15.267,;
6,16.078,13.906,13.593,15.089,;
7,18.444,16.205,15.828,17.75,;
8,18.444,15.582,15.69,17.645,;
9,18.444,15.115,15.563,17.578,;
0,15.925,12.865,13.3,14.866,;
1,15.859,12.73,13.17,14.764,;
2,13.479,11.231,11.721,12.747,;
3,13.587,12,11.946,12.925,;
4,13.65,12.322,11.988,12.986,;
5,16.192,14.299,13.887,15.272,;
6,16.086,13.904,13.598,15.092,;
7,18.444,16.214,15.837,17.753,;
8,18.444,15.576,15.69,17.653,;
9,18.444,15.12,15.569,17.587,;
0,15.92,12.871,13.298,14.862,;
1,15.857,12.729,13.169,14.764,;
2,13.476,11.233,11.726,12.75,;
3,13.587,12.001,11.952,12.924,;
4,13.643,12.318,11.99,12.986,;
5,16.2,14.286,13.898,15.278,;
6,16.083,13.905,13.606,15.093,;
7,18.444,16.211,15.839,17.762,;
8,18.444,15.581,15.692,17.656,;
9,18.444,15.118,15.574,17.591,;
0,15.925,12.876,13.308,14.868,;
1,15.855,12.735,13.179,14.775,;
2,13.481,11.233,11.728,12.75,;
3,13.581,12.003,11.953,12.928,;
4,13.646,12.326,11.994,12.987,;
5,16.18,14.287,13.9,15.278,;
6,16.087,13.909,13.613,15.095,;
7,18.444,16.208,15.851,17.764,;
8,18.444,15.58,15.709,17.65,;
9,18.444,15.123,15.584,17.597,;
0,15.919,12.877,13.312,14.863,;
1,15.861,12.736,13.184,14.776,;
2,13.479,11.231,11.73,12.754,;
3,13.591,12.004,11.955,12.933,;
4,13.646,12.322,11.996,12.991,;
5,16.193,14.302,13.906,15.274,;
6,16.078,13.907,13.616,15.098,;
7,18.444,16.221,15.848,17.765,;
8,18.444,15.588,15.704,17.659,;
9,18.444,15.116,15.586,17.597,;
0,15.919,12.88,13.318,14.864,;
1,15.863,12.747,13.18,14.778,;
2,13.482,11.236,11.732,12.755,;
3,13.593,12.007,11.958,12.929,;
4,13.657,12.322,12,12.99,;
5,16.192,14.296,13.909,15.283,;
6,16.084,13.923,13.614,15.106,;
7,18.444,16.216,15.857,17.766,;
8,18.444,15.588,15.716,17.654,;
9,18.444,15.122,15.612,17.604,;
0,15.92,12.884,13.32,14.877,;
1,15.864,12.739,13.206,14.768,;
2,13.481,11.238,11.738,12.753,;
3,13.592,12.007,11.963,12.932,;
4,13.652,12.322,12.005,12.991,;
5,16.194,14.292,13.926,15.276,;
6,16.09,13.908,13.628,15.103,;
7,18.444,16.214,15.859,17.773,;
8,18.444,15.591,15.717,17.676,;
9,18.444,15.126,15.611,17.594,;
0,15.922,12.881,13.325,14.881,;
1,15.863,12.739,13.195,14.781,;
2,13.486,11.24,11.738,12.756,;
3,13.581,12.003,11.967,12.938,;
4,13.644,12.328,12.007,12.991,;
5,16.19,14.293,13.923,15.286,;
6,16.091,13.913,13.633,15.106,;
7,18.444,16.218,15.869,17.778,;
8,18.444,15.594,15.723,17.667,;
9,18.444,15.138,15.613,17.606,;
0,15.924,12.89,13.332,14.878,;
1,15.866,12.745,13.2,14.777,;
2,13.479,11.242,11.744,12.758,;
3,13.597,12.006,11.966,12.939,;
4,13.652,12.325,12.011,12.993,;
5,16.19,14.298,13.923,15.294,;
6,16.092,13.92,13.632,15.106,;
7,18.444,16.222,15.876,17.775,;
8,18.444,15.608,15.732,17.667,;
9,18.444,15.139,15.622,17.598,;
0,15.923,12.887,13.338,14.882,;
1,15.863,12.751,13.206,14.783,;
2,13.486,11.248,11.749,12.758,;
3,13.6,12.007,11.973,12.939,;
4,13.652,12.325,12.013,12.995,;
5,16.197,14.297,13.937,15.29,;
6,16.091,13.914,13.642,15.114,;
7,18.444,16.222,15.882,17.776,;
8,18.444,15.611,15.741,17.672,;
9,18.444,15.139,15.624,17.613,;
0,15.921,12.893,13.336,14.882,;
1,15.866,12.75,13.214,14.779,;
2,13.481,11.242,11.745,12.761,;
3,13.594,12.012,11.977,12.939,;
4,13.652,12.327,12.018,12.995,;
5,16.195,14.299,13.938,15.294,;
6,16.093,13.916,13.645,15.109,;
7,18.444,16.218,15.884,17.783,;
8,18.444,15.612,15.741,17.681,;
9,18.444,15.137,15.631,17.61,;
0,15.931,12.894,13.343,14.884,;
1,15.871,12.751,13.211,14.788,;
2,13.486,11.247,11.749,12.763,;
3,13.59,12.01,11.979,12.938,;
4,13.651,12.328,12.02,12.999,;
5,16.195,14.305,13.934,15.291,;
6,16.093,13.926,13.646,15.114,;
7,18.444,16.236,15.886,17.785,;
8,18.444,15.61,15.738,17.681,;
9,18.444,15.146,15.639,17.611,;
0,15.929,12.901,13.342,14.89,;
1,15.869,12.756,13.216,14.785,;
2,13.486,11.251,11.754,12.766,;
3,13.595,12.015,11.98,12.941,;
4,13.65,12.328,12.024,13.002,;
5,16.192,14.298,13.953,15.297,;
6,16.086,13.925,13.653,15.12,;
7,18.444,16.221,15.899,17.794,;
8,18.444,15.616,15.753,17.711,;
9,18.444,15.153,15.647,17.62,;
0,15.928,12.896,13.35,14.893,;
1,15.872,12.756,13.219,14.791,;
2,13.488,11.251,11.758,12.769,;
3,13.593,12.017,11.98,12.936,;
4,13.648,12.33,12.022,13.001,;
5,16.195,14.3,13.947,15.297,;
6,16.095,13.927,13.659,15.123,;
7,18.444,16.24,15.894,17.79,;
8,18.444,15.618,15.761,17.683,;
9,18.444,15.153,15.648,17.621,;
0,15.932,12.9,13.351,14.892,;
1,15.873,12.764,13.226,14.791,;
2,13.486,11.252,11.755,12.768,;
3,13.587,12.009,11.984,12.939,;
4,13.651,12.331,12.028,13,;
5,16.195,14.304,13.958,15.301,;
6,16.091,13.926,13.664,15.118,;
7,18.444,16.24,15.911,17.794,;
8,18.444,15.621,15.765,17.721,;
9,18.444,15.163,15.656,17.619,;
0,15.933,12.902,13.358,14.889,;
1,15.868,12.766,13.229,14.799,;
2,13.488,11.253,11.762,12.771,;
3,13.598,12.019,11.987,12.943,;
4,13.647,12.33,12.031,13.004,;
5,16.2,14.317,13.954,15.302,;
6,16.09,13.93,13.666,15.12,;
7,18.444,16.242,15.916,17.793,;
8,18.444,15.625,15.775,17.714,;
9,18.444,15.158,15.662,17.626,;
0,15.931,12.907,13.367,14.895,;
1,15.869,12.767,13.237,14.797,;
2,13.488,11.252,11.769,12.768,;
3,13.597,12.021,11.991,12.942,;
4,13.65,12.333,12.035,13.004,;
5,16.196,14.306,13.956,15.307,;
6,16.092,13.938,13.671,15.125,;
7,18.444,16.253,15.913,17.8,;
8,18.444,15.633,15.773,17.721,;
9,18.444,15.161,15.662,17.626,;
0,15.94,12.909,13.366,14.902,;
1,15.88,12.771,13.237,14.795,;
2,13.488,11.256,11.77,12.776,;
3,13.595,12.019,11.996,12.946,;
4,13.655,12.335,12.035,13.005,;
5,16.198,14.315,13.962,15.31,;
6,16.094,13.93,13.67,15.125,;
7,18.444,16.242,15.925,17.803,;
8,18.444,15.636,15.779,17.723,;
9,18.444,15.168,15.668,17.631,;
0,15.933,12.912,13.373,14.895,;
1,15.874,12.772,13.237,14.797,;
2,13.486,11.255,11.772,12.77,;
3,13.597,12.02,11.996,12.949,;
4,13.653,12.334,12.041,13.01,;
5,16.192,14.32,13.967,15.312,;
6,16.098,13.937,13.678,15.129,;
7,18.444,16.257,15.929,17.804,;
8,18.444,15.633,15.78,17.717,;
9,18.444,15.169,15.673,17.624,;
0,15.934,12.916,13.375,14.895,;
1,15.873,12.777,13.247,14.8,;
2,13.486,11.261,11.774,12.774,;
3,13.597,12.021,12.001,12.951,;
4,13.657,12.334,12.041,13.008,;
5,16.197,14.325,13.965,15.312,;
6,16.1,13.951,13.686,15.133,;
7,18.444,16.253,15.938,17.803,;
8,18.444,15.643,15.791,17.723,;
9,18.444,15.174,15.681,17.631,;
0,15.936,12.914,13.376,14.901,;
1,15.88,12.787,13.253,14.813,;
2,13.492,11.263,11.772,12.776,;
3,13.59,12.026,12.003,12.952,;
4,13.657,12.336,12.046,13.011,;
5,16.197,14.315,13.97,15.309,;
6,16.098,13.945,13.685,15.137,;
7,18.444,16.263,15.938,17.807,;
8,18.444,15.645,15.793,17.727,;
9,18.444,15.179,15.678,17.634,;
0,15.937,12.924,13.381,14.905,;
1,15.88,12.784,13.257,14.805,;
2,13.489,11.272,11.783,12.779,;
3,13.601,12.022,12.005,12.953,;
4,13.657,12.333,12.048,13.014,;
5,16.201,14.315,13.984,15.302,;
6,16.099,13.954,13.688,15.129,;
7,18.444,16.253,15.945,17.804,;
8,18.444,15.655,15.801,17.727,;
9,18.444,15.192,15.691,17.635,;
0,15.936,12.931,13.388,14.909,;
1,15.88,12.799,13.256,14.813,;
2,13.493,11.271,11.779,12.785,;
3,13.604,12.026,12.009,12.957,;
4,13.655,12.338,12.049,13.02,;
5,16.194,14.329,13.981,15.319,;
6,16.103,13.962,13.694,15.141,;
7,18.444,16.27,15.949,17.815,;
8,18.444,15.657,15.808,17.737,;
9,18.444,15.196,15.693,17.64,;
0,15.941,12.93,13.388,14.905,;
1,15.883,12.792,13.264,14.808,;
2,13.488,11.273,11.782,12.784,;
3,13.601,12.026,12.007,12.952,;
4,13.662,12.342,12.052,13.014,;
5,16.201,14.345,13.988,15.32,;
6,16.106,13.967,13.694,15.139,;
7,18.444,16.271,15.952,17.812,;
8,18.444,15.666,15.811,17.738,;
9,18.444,15.211,15.695,17.64,;
0,15.938,12.943,13.4,14.913,;
1,15.878,12.799,13.262,14.812,;
2,13.492,11.278,11.781,12.784,;
3,13.595,12.034,12.011,12.957,;
4,13.658,12.345,12.052,13.022,;
5,16.201,14.332,13.989,15.316,;
6,16.094,13.954,13.699,15.141,;
7,18.444,16.286,15.955,17.819,;
8,18.444,15.674,15.818,17.744,;
9,18.444,15.218,15.707,17.654,;
0,15.938,12.95,13.393,14.913,;
1,15.881,12.811,13.265,14.819,;
2,13.489,11.285,11.789,12.786,;
3,13.6,12.034,12.014,12.955,;
4,13.656,12.349,12.057,13.019,;
5,16.203,14.349,13.988,15.321,;
6,16.1,13.966,13.706,15.145,;
7,18.444,16.289,15.956,17.815,;
8,18.444,15.686,15.809,17.743,;
9,18.444,15.222,15.702,17.651,;
0,15.94,12.954,13.398,14.94,;
1,15.879,12.813,13.271,14.82,;
2,13.489,11.288,11.786,12.783,;
3,13.606,12.041,12.017,12.959,;
4,13.657,12.348,12.059,13.022,;
5,16.201,14.339,13.989,15.321,;
6,16.1,13.977,13.705,15.145,;
7,18.444,16.295,15.96,17.82,;
8,18.444,15.687,15.819,17.747,;
9,18.444,15.23,15.707,17.656,;
0,15.941,12.958,13.405,14.934,;
1,15.883,12.837,13.274,14.817,;
2,13.493,11.29,11.791,12.786,;
3,13.603,12.038,12.014,12.962,;
4,13.654,12.355,12.059,13.021,;
5,16.203,14.345,13.993,15.32,;
6,16.098,13.968,13.71,15.149,;
7,18.444,16.295,15.965,17.824,;
8,18.444,15.691,15.826,17.75,;
9,18.444,15.232,15.71,17.655,;
0,15.943,12.959,13.407,14.936,;
1,15.885,12.842,13.276,14.826,;
2,13.492,11.293,11.794,12.784,;
3,13.595,12.041,12.02,12.959,;
4,13.655,12.349,12.064,13.02,;
5,16.211,14.351,13.991,15.322,;
6,16.103,13.977,13.713,15.152,;
7,18.444,16.299,15.974,17.827,;
8,18.444,15.693,15.819,17.749,;
9,18.444,15.235,15.713,17.663,;
0,15.944,12.967,13.408,14.945,;
1,15.885,12.842,13.276,14.818,;
2,13.496,11.292,11.798,12.786,;
3,13.602,12.04,12.021,12.962,;
4,13.656,12.352,12.066,13.024,;
5,16.204,14.355,13.998,15.325,;
6,16.106,13.987,13.711,15.15,;
7,18.444,16.312,15.98,17.831,;
8,18.444,15.699,15.832,17.751,;
9,18.444,15.248,15.717,17.657,;
0,15.944,12.974,13.406,14.943,;
1,15.888,12.851,13.282,14.827,;
2,13.495,11.297,11.799,12.787,;
3,13.598,12.044,12.023,12.964,;
4,13.662,12.352,12.068,13.023,;
5,16.203,14.35,14.004,15.334,;
6,16.108,13.986,13.719,15.154,;
7,18.444,16.319,15.977,17.83,;
8,18.444,15.707,15.832,17.749,;
9,18.444,15.248,15.722,17.657,;
0,15.944,12.974,13.413,14.946,;
1,15.889,12.852,13.285,14.825,;
2,13.494,11.302,11.796,12.792,;
3,13.599,12.052,12.026,12.964,;
4,13.661,12.354,12.068,13.026,;
5,16.204,14.346,14.004,15.326,;
6,16.106,13.987,13.718,15.156,;
7,18.444,16.327,15.988,17.835,;
8,18.444,15.718,15.84,17.751,;
9,18.444,15.257,15.727,17.668,;
0,15.948,12.981,13.412,14.945,;
1,15.889,12.861,13.286,14.828,;
2,13.496,11.31,11.804,12.789,;
3,13.604,12.053,12.026,12.968,;
4,13.66,12.361,12.07,13.028,;
5,16.209,14.349,14.007,15.326,;
6,16.102,13.984,13.719,15.156,;
7,18.444,16.334,15.985,17.831,;
8,18.444,15.722,15.835,17.76,;
9,18.444,15.264,15.727,17.663,;
0,15.949,12.989,13.421,14.946,;
1,15.885,12.865,13.294,14.828,;
2,13.498,11.31,11.804,12.795,;
3,13.611,12.057,12.03,12.973,;
4,13.662,12.361,12.073,13.027,;
5,16.212,14.359,14.011,15.333,;
6,16.108,14.004,13.724,15.162,;
7,18.444,16.345,15.992,17.839,;
8,18.444,15.736,15.846,17.759,;
9,18.444,15.279,15.734,17.662,;
0,15.946,12.995,13.424,14.947,;
1,15.893,12.869,13.295,14.832,;
2,13.495,11.316,11.805,12.799,;
3,13.607,12.058,12.032,12.971,;
4,13.661,12.362,12.076,13.027,;
5,16.21,14.368,14.022,15.338,;
6,16.106,14.005,13.724,15.162,;
7,18.444,16.337,15.989,17.845,;
8,18.444,15.742,15.847,17.757,;
9,18.444,15.284,15.735,17.668,;
0,15.949,13.001,13.422,14.956,;
1,15.893,12.881,13.293,14.843,;
2,13.495,11.322,11.807,12.795,;
3,13.606,12.064,12.034,12.967,;
4,13.661,12.367,12.078,13.028,;
5,16.209,14.38,14.018,15.336,;
6,16.11,13.996,13.738,15.164,;
7,18.444,16.355,16.001,17.848,;
8,18.444,15.749,15.86,17.759,;
9,18.444,15.295,15.744,17.668,;
0,15.948,13.009,13.428,14.959,;
1,15.889,12.881,13.301,14.837,;
2,13.496,11.327,11.809,12.8,;
3,13.601,12.065,12.036,12.966,;
4,13.661,12.372,12.082,13.033,;
5,16.218,14.382,14.021,15.341,;
6,16.11,14.006,13.734,15.163,;
7,18.444,16.359,16.005,17.845,;
8,18.444,15.756,15.858,17.766,;
9,18.444,15.311,15.748,17.677,;
0,15.95,13.017,13.43,14.961,;
1,15.896,12.893,13.305,14.836,;
2,13.498,11.337,11.815,12.794,;
3,13.607,12.067,12.04,12.969,;
4,13.664,12.375,12.083,13.03,;
5,16.212,14.393,14.025,15.344,;
6,16.108,14.011,13.744,15.166,;
7,18.444,16.367,16.003,17.844,;
8,18.444,15.77,15.862,17.769,;
9,18.444,15.328,15.749,17.67,;
0,15.952,13.025,13.436,14.961,;
1,15.896,12.904,13.305,14.837,;
2,13.502,11.334,11.809,12.797,;
3,13.609,12.073,12.041,12.973,;
4,13.67,12.376,12.087,13.029,;
5,16.21,14.378,14.028,15.345,;
6,16.108,14.012,13.749,15.162,;
7,18.444,16.371,16.01,17.842,;
8,18.444,15.763,15.865,17.764,;
9,18.444,15.319,15.751,17.67,;
0,15.951,13.025,13.441,14.956,;
1,15.886,12.905,13.309,14.84,;
2,13.502,11.338,11.816,12.807,;
3,13.603,12.071,12.048,12.977,;
4,13.666,12.376,12.087,13.033,;
5,16.214,14.375,14.03,15.341,;
6,16.11,14.027,13.75,15.176,;
7,18.444,16.378,16.018,17.85,;
8,18.444,15.774,15.872,17.764,;
9,18.444,15.328,15.755,17.681,;
0,15.952,13.036,13.448,14.955,;
1,15.895,12.916,13.317,14.837,;
2,13.501,11.342,11.822,12.8,;
3,13.603,12.076,12.044,12.978,;
4,13.665,12.383,12.092,13.034,;
5,16.21,14.393,14.051,15.342,;
6,16.113,14.038,13.758,15.166,;
7,18.444,16.391,16.022,17.851,;
8,18.444,15.785,15.88,17.772,;
9,18.444,15.336,15.765,17.67,;
0,15.952,13.042,13.444,14.963,;
1,15.896,12.919,13.319,14.847,;
2,13.501,11.351,11.819,12.802,;
3,13.604,12.083,12.05,12.977,;
4,13.66,12.383,12.093,13.041,;
5,16.214,14.402,14.034,15.348,;
6,16.11,14.036,13.76,15.175,;
7,18.444,16.391,16.021,17.853,;
8,18.444,15.794,15.884,17.779,;
9,18.444,15.346,15.763,17.714,;
0,15.955,13.05,13.453,14.96,;
1,15.9,12.933,13.325,14.846,;
2,13.509,11.359,11.822,12.803,;
3,13.613,12.086,12.052,12.974,;
4,13.673,12.388,12.095,13.037,;
5,16.215,14.402,14.04,15.348,;
6,16.115,14.049,13.761,15.174,;
7,18.444,16.394,16.028,17.852,;
8,18.444,15.806,15.882,17.773,;
9,18.444,15.363,15.781,17.676,;
0,15.956,13.056,13.454,14.961,;
1,15.895,12.928,13.323,14.847,;
2,13.502,11.365,11.822,12.801,;
3,13.61,12.085,12.052,12.976,;
4,13.665,12.386,12.099,13.035,;
5,16.215,14.407,14.04,15.342,;
6,16.115,14.045,13.767,15.176,;
7,18.444,16.4,16.036,17.856,;
8,18.444,15.807,15.889,17.783,;
9,18.444,15.362,15.778,17.712,;
0,15.958,13.07,13.456,14.969,;
1,15.899,12.947,13.33,14.852,;
2,13.502,11.373,11.826,12.807,;
3,13.606,12.097,12.054,12.982,;
4,13.667,12.394,12.099,13.035,;
5,16.215,14.417,14.061,15.361,;
6,16.116,14.056,13.763,15.174,;
7,18.444,16.419,16.035,17.856,;
8,18.444,15.829,15.891,17.778,;
9,18.444,15.39,15.779,17.714,;
0,15.958,13.075,13.457,14.971,;
1,15.897,12.954,13.332,14.848,;
2,13.507,11.375,11.828,12.805,;
3,13.611,12.102,12.056,12.981,;
4,13.666,12.4,12.102,13.039,;
5,16.222,14.424,14.046,15.352,;
6,16.116,14.066,13.764,15.178,;
7,18.444,16.421,16.036,17.859,;
8,18.444,15.839,15.892,17.778,;
9,18.444,15.393,15.775,17.685,;
0,15.956,13.089,13.463,14.968,;
1,15.902,12.969,13.333,14.848,;
2,13.508,11.383,11.831,12.805,;
3,13.613,12.104,12.057,12.977,;
4,13.665,12.405,12.103,13.035,;
5,16.22,14.412,14.044,15.352,;
6,16.113,14.058,13.775,15.179,;
7,18.444,16.434,16.041,17.858,;
8,18.444,15.854,15.902,17.776,;
9,18.444,15.408,15.785,17.715,;
0,15.957,13.096,13.465,14.968,;
1,15.906,12.975,13.336,14.854,;
2,13.506,11.39,11.83,12.805,;
3,13.617,12.108,12.058,12.981,;
4,13.657,12.407,12.106,13.041,;
5,16.216,14.438,14.056,15.36,;
6,16.113,14.066,13.773,15.184,;
7,18.444,16.442,16.046,17.868,;
8,18.444,15.862,15.904,17.781,;
9,18.444,15.415,15.795,17.721,;
0,15.965,13.099,13.468,14.976,;
1,15.897,12.984,13.338,14.862,;
2,13.507,11.396,11.833,12.809,;
3,13.616,12.113,12.064,12.981,;
4,13.665,12.406,12.108,13.044,;
5,16.215,14.426,14.06,15.358,;
6,16.117,14.074,13.774,15.181,;
7,18.444,16.445,16.048,17.869,;
8,18.444,15.857,15.905,17.785,;
9,18.444,15.429,15.795,17.72,;
0,15.961,13.106,13.468,14.97,;
1,15.896,12.983,13.341,14.85,;
2,13.504,11.4,11.835,12.809,;
3,13.61,12.113,12.062,12.981,;
4,13.665,12.41,12.109,13.041,;
5,16.216,14.437,14.064,15.35,;
6,16.119,14.073,13.781,15.187,;
7,18.444,16.452,16.055,17.869,;
8,18.444,15.876,15.911,17.787,;
9,18.444,15.432,15.797,17.723,;
0,15.963,13.113,13.472,14.973,;
1,15.904,12.992,13.346,14.863,;
2,13.506,11.403,11.833,12.81,;
3,13.616,12.115,12.066,12.983,;
4,13.669,12.415,12.111,13.049,;
5,16.221,14.446,14.051,15.354,;
6,16.122,14.084,13.782,15.186,;
7,18.444,16.464,16.057,17.872,;
8,18.444,15.875,15.914,17.794,;
9,18.444,15.444,15.799,17.725,;
0,15.966,13.122,13.473,14.979,;
1,15.91,13.001,13.352,14.857,;
2,13.509,11.415,11.839,12.812,;
3,13.609,12.119,12.064,12.986,;
4,13.671,12.414,12.113,13.046,;
5,16.218,14.45,14.057,15.358,;
6,16.128,14.083,13.786,15.189,;
7,18.444,16.464,16.061,17.869,;
8,18.444,15.883,15.919,17.793,;
9,18.444,15.447,15.803,17.728,;
0,15.973,13.124,13.475,14.975,;
1,15.912,13.005,13.348,14.859,;
2,13.514,11.415,11.842,12.814,;
3,13.61,12.121,12.068,12.984,;
4,13.67,12.415,12.114,13.046,;
5,16.218,14.443,14.065,15.361,;
6,16.121,14.086,13.787,15.192,;
7,18.444,16.477,16.061,17.876,;
8,18.444,15.9,15.923,17.788,;
9,18.444,15.471,15.803,17.719,;
0,15.967,13.136,13.478,14.976,;
1,15.903,13.022,13.356,14.862,;
2,13.507,11.42,11.843,12.814,;
3,13.614,12.123,12.072,12.99,;
4,13.674,12.42,12.116,13.046,;
5,16.216,14.438,14.073,15.36,;
6,16.122,14.1,13.79,15.184,;
7,18.444,16.483,16.071,17.871,;
8,18.444,15.906,15.918,17.793,;
9,18.444,15.47,15.809,17.727,;
0,15.969,13.141,13.484,14.978,;
1,15.91,13.019,13.355,14.856,;
2,13.506,11.424,11.845,12.835,;
3,13.627,12.127,12.071,12.987,;
4,13.672,12.42,12.116,13.05,;
5,16.22,14.467,14.079,15.361,;
6,16.12,14.104,13.794,15.193,;
7,18.444,16.487,16.074,17.872,;
8,18.444,15.916,15.928,17.799,;
9,18.444,15.478,15.817,17.737,;
0,15.964,13.143,13.486,14.981,;
1,15.909,13.029,13.36,14.869,;
2,13.509,11.432,11.843,12.816,;
3,13.609,12.136,12.077,12.992,;
4,13.669,12.428,12.124,13.052,;
5,16.224,14.466,14.075,15.361,;
6,16.121,14.101,13.802,15.186,;
7,18.444,16.494,16.075,17.877,;
8,18.444,15.926,15.931,17.8,;
9,18.444,15.491,15.82,17.737,;
0,15.966,13.154,13.494,14.982,;
1,15.912,13.031,13.361,14.869,;
2,13.507,11.43,11.848,12.816,;
3,13.618,12.136,12.077,12.99,;
4,13.672,12.427,12.123,13.054,;
5,16.223,14.463,14.081,15.367,;
6,16.124,14.114,13.805,15.195,;
7,18.444,16.508,16.081,17.883,;
8,18.444,15.924,15.935,17.798,;
9,18.444,15.501,15.822,17.736,;
0,15.966,13.161,13.494,14.989,;
1,15.91,13.035,13.363,14.866,;
2,13.51,11.434,11.851,12.818,;
3,13.61,12.137,12.081,12.99,;
4,13.667,12.432,12.126,13.048,;
5,16.223,14.468,14.077,15.376,;
6,16.119,14.108,13.807,15.19,;
7,18.444,16.504,16.088,17.88,;
8,18.444,15.94,15.938,17.801,;
9,18.444,15.514,15.822,17.736,;
0,15.97,13.169,13.493,14.983,;
1,15.919,13.044,13.369,14.872,;
2,13.511,11.453,11.856,12.814,;
3,13.614,12.16,12.082,12.991,;
4,13.669,12.434,12.127,13.05,;
5,16.232,14.465,14.085,15.365,;
6,16.124,14.118,13.802,15.198,;
7,18.444,16.516,16.083,17.881,;
8,18.444,15.939,15.944,17.804,;
9,18.444,15.527,15.828,17.738,;
0,15.969,13.177,13.503,14.988,;
1,15.913,13.05,13.371,14.876,;
2,13.511,11.462,11.857,12.838,;
3,13.62,12.162,12.082,12.99,;
4,13.674,12.437,12.128,13.054,;
5,16.227,14.48,14.085,15.372,;
6,16.123,14.137,13.805,15.201,;
7,18.444,16.512,16.088,17.883,;
8,18.444,15.944,15.948,17.811,;
9,18.444,15.521,15.838,17.746,;
0,15.97,13.186,13.501,14.985,;
1,15.913,13.061,13.375,14.87,;
2,13.508,11.466,11.852,12.837,;
3,13.621,12.163,12.083,12.993,;
4,13.678,12.436,12.129,13.052,;
5,16.225,14.49,14.085,15.366,;
6,16.127,14.134,13.806,15.192,;
7,18.444,16.527,16.088,17.892,;
8,18.444,15.952,15.951,17.811,;
9,18.444,15.528,15.834,17.74,;
0,15.973,13.183,13.504,14.99,;
1,15.911,13.06,13.377,14.878,;
2,13.515,11.468,11.857,12.839,;
3,13.618,12.17,12.086,12.995,;
4,13.674,12.443,12.133,13.056,;
5,16.219,14.474,14.093,15.371,;
6,16.127,14.128,13.816,15.201,;
7,18.444,16.53,16.098,17.889,;
8,18.444,15.965,15.958,17.811,;
9,18.444,15.54,15.845,17.747,;
0,15.973,13.19,13.505,14.995,;
1,15.912,13.068,13.376,14.881,;
2,13.511,11.471,11.86,12.835,;
3,13.615,12.168,12.091,12.991,;
4,13.674,12.445,12.129,13.052,;
5,16.225,14.494,14.094,15.376,;
6,16.131,14.144,13.818,15.2,;
7,18.444,16.531,16.1,17.892,;
8,18.444,15.969,15.96,17.815,;
9,18.444,15.535,15.842,17.752,;
0,15.973,13.19,13.507,14.993,;
1,15.918,13.072,13.382,14.876,;
